page,country,rev_id,prediction
Elena Oana Antonescu,Romania,788938689,Stub
Gabriela Crețu,Romania,788938695,Start
Mihaela Popa,Romania,788938786,Start
Petru Filip,Romania,788938859,Start
Renate Weber,Romania,788938906,C
Rovana Plumb,Romania,788938922,Stub
Theodor Stolojan,Romania,788938972,Start
Viorica Dăncilă,Romania,788939007,C
Alejandro Alonso Núñez,Spain,788941161,Stub
Ana María Surra,Spain,788941220,Stub
Andrea Fabra Fernández,Spain,788941277,Start
Antonio Hernando,Spain,788941289,Stub
Baudilio Tomé Muguruza,Spain,788941323,Stub
Belén Hoyo Juliá,Spain,788941327,Stub
Colin Tincknell,Australia,788941773,Stub
Khosrov Harutyunyan,Armenia,788941925,Stub
Armen Sarkissian,Armenia,788941967,Start
Carlos Floriano Corrales,Spain,788942356,Stub
Orri Vigfússon,Iceland,788942490,Stub
Francisco Garrido Peña,Spain,788942624,Stub
Ignacio Uriarte,Spain,788942686,Start
Inmaculada Bañuls,Spain,788942700,Stub
Inmaculada Guaita Vañó,Spain,788942705,Stub
Isaura Navarro,Spain,788942730,C
Jesús Alique,Spain,788942782,Stub
Jesús Membrado Giner,Spain,788942791,Stub
Joan Calabuig,Spain,788942811,Stub
Josep Santamaría,Spain,788942908,Stub
José Antonio Alonso,Spain,788942922,Start
José Luís Ábalos Meco,Spain,788942962,Start
Juan Moscoso del Prado,Spain,788943059,Stub
Lola Sánchez Caldentey,Spain,788943072,Stub
Marta Torrado de Castro,Spain,788943624,Stub
María Alegria Continente,Spain,788943627,Stub
María Angels Ramón-Llin,Spain,788943630,Stub
María José Catalá,Spain,788943644,Start
Aureliano Sánchez Arango,Cuba,788944043,Start
Pablo Echenique Robba,Spain,788944264,Stub
Wen Zhenmeng,China,788944310,Start
Ricardo Torres Balaguer,Spain,788944417,Stub
Ana Maria Teles Carreira,Angola,788944470,Stub
Santiago Cervera Soto,Spain,788944473,Start
Charles Smith (Western Australian politician),Australia,788944517,Start
Teresa García Sena,Spain,788944554,Stub
Teresa Jiménez-Becerril,Spain,788944567,Start
Uxue Barkos,Spain,788944616,Start
Vicente Ferrer Roselló,Spain,788944620,Stub
Vicente Guillén Izquierdo,Spain,788944630,Stub
Vicente Ten,Spain,788944639,Stub
Ana María Baiardi,Paraguay,788944662,Stub
Ángel Pérez Martínez,Spain,788944692,Start
Antonio Trevín,Spain,788944970,Stub
Ana María Romero de Campero,Bolivia,788945083,C
Wentworth family,United States,788945328,B
Roman Werfel,Poland,788945642,Start
Bibiana Aído,Spain,788945647,Start
Ana Rosa Chacón,Costa Rica,788946441,C
Adela Pla Pastor,Spain,788946443,Start
Alejandro Ballestero,Spain,788946470,Stub
Alejandro Muñoz-Alonso,Spain,788946585,Stub
Alfonso Guerra,Spain,788946606,Start
Alfredo Arola Blanquet,Spain,788946613,Stub
Amador Álvarez,Spain,788946632,Stub
Ana María Yabar Sterling,Spain,788946637,Start
Antonio Cuevas,Spain,788946669,Stub
Antonio Landeta y Álvarez-Valdés,Spain,788946673,Stub
Carlos Manglano de Mas,Spain,788946717,Stub
Cristina Almeida,Spain,788946774,Start
Enric Morera i Català,Spain,788946842,Stub
Enrique Múgica Herzog,Spain,788946857,Start
Enrique Sapena Granell,Spain,788946862,Stub
Ernest Lluch,Spain,788946888,Start
Eva Amador Guillén,Spain,788946895,Stub
Felipe Alcaraz,Spain,788946914,Start
Francesc Ricomá de Castellarnau,Spain,788946973,Stub
Francisco Aguirre de la Hoz,Spain,788946980,Stub
Francisco Soler Valero,Spain,788947015,Start
Félix Pons,Spain,788947033,Stub
Gerardo Camps,Spain,788947048,Stub
Gonzalo Payo Subiza,Spain,788947061,Stub
Guillermo Martínez Casañ,Spain,788947067,Start
Ignacio Gil,Spain,788947073,Stub
Inmaculada Martínez Cervera,Spain,788947088,Stub
Jaime Mayor Oreja,Spain,788947107,Start
Jaume Castells Ferrer,Spain,788947116,Stub
Javier Gómez Darmendrail,Spain,788947130,Stub
Javier Paniagua Fuentes,Spain,788947131,Start
Jesús Aizpún Tuero,Spain,788947179,Stub
Joan Ignasi Pla Durá,Spain,788947192,Stub
Joan Rigol,Spain,788947205,Stub
Joan Romero González,Spain,788947214,Start
Joaquín Abril Martorell,Spain,788947226,Start
Jordi Solé Tura,Spain,788947264,Start
Joseba Azkarraga,Spain,788947278,Stub
Josep Sánchez i Llibre,Spain,788947309,Stub
Josu Ortuondo Larrea,Spain,788947316,Stub
José Antonio Aguiriano,Spain,788947327,Stub
José Ignacio Landaluce,Spain,788947353,Stub
José María Benegas,Venezuela,788947434,Start
José María Mendiluce,Spain,788947460,Stub
José María Michavila,Spain,788947467,Stub
José María Mohedano Fuertes,Spain,788947473,Stub
José María Ruiz-Mateos,Spain,788947476,Start
José Pascual Monzo,Spain,788947482,Stub
José Pin Arboledas,Spain,788947490,Start
Juan Lloret Llorens,Spain,788947535,Stub
Juan Manuel Albendea Pabón,Spain,788947540,Stub
Juan Pastor Marco,Spain,788947568,Stub
Julio Aguilar Azañón,Spain,788947575,Stub
Koldo Gorostiaga Atxalandabaso,Spain,788947591,Start
Luis González Seara,Spain,788947625,Stub
Macià Alavedra,Spain,788947669,Stub
Manuel Bermejo Hernández,Spain,788947673,Stub
Manuel Ángel Aguilar Belda,Spain,788947723,Stub
"Marcelino Oreja, 1st Marquis of Oreja",Spain,788947729,Start
Mario Amilivia,Spain,788947757,Stub
María Martorell,Spain,788947775,Stub
María Oltra,Spain,788947778,Stub
Micaela Navarro,Spain,788947800,Stub
Miguel Ángel Cortés Martín,Spain,788947824,Start
Pedro María Azpiazu,Spain,788947858,Stub
Pilar Brabo,Spain,788947868,Stub
Presentación Urán González,Spain,788947874,Stub
Rafael Arias-Salgado,Spain,788947885,Stub
Ramón Aguirre Rodríguez,Spain,788947901,Stub
Ramón Moreno Bustos,Spain,788947909,Stub
Ricard Pérez Casado,Spain,788947912,Stub
Salvador López Sanz,Spain,788947982,Stub
Susana Camarero,Spain,788948003,Stub
Vicente Albero,Spain,788948026,Stub
Vicente Martínez-Pujalte,Spain,788948041,Stub
Francisco Gaviña Ribelles,Spain,788948905,Stub
José Luis Adsuar Ferrando,Spain,788948917,Stub
Luis García Forcada,Spain,788948924,Stub
Manuel Gallent Nicola,Spain,788948928,Stub
Maria Antonia Armengol,Spain,788949320,Stub
Güldal Akşit,Turkey,788950161,Stub
İdris Baluken,Turkey,788950403,C
Yahya Baş,Turkey,788950413,Stub
İnal Batu,Turkey,788950419,Start
Süheyl Batum,Turkey,788950423,Start
Yüksel Coşkunyürek,Turkey,788951381,Stub
Ömer Dinçer,Turkey,788951494,Start
Murat Emir,Turkey,788951696,Stub
Sami Güçlü,Turkey,788951990,Stub
Hilmi Güler,Turkey,788952095,Start
Pelin Gündeş Bakır,Turkey,788952163,Stub
Fatoş Gürkan,Turkey,788952197,Stub
Leyla Güven,Turkey,788952207,Start
Kadir Koçdemir,Turkey,788953031,Start
Abdullah Rimawi,Palestinian Territory,788953220,GA
Bandula Lal Bandarigoda,Sri Lanka,788954120,Stub
C. Chandrakanthan,Sri Lanka,788954236,Stub
Cassim Faizal,Sri Lanka,788954247,Stub
G. Krishnapillai,Sri Lanka,788954676,Stub
Hasen Ali,Sri Lanka,788954901,Stub
Hunais Farook,Sri Lanka,788954944,Stub
Hussein Ahamed Bhaila,Sri Lanka,788954950,Stub
K. Kodeeswaran,Sri Lanka,788955283,Stub
Suat Kılıç,Turkey,788956047,Start
Atilla Koç,Turkey,788956210,Stub
Fatma Salman Kotan,Turkey,788956318,Stub
Orhan Miroğlu,Turkey,788957138,Stub
Umut Oran,Turkey,788957747,C
M. H. Cegu Isadean,Sri Lanka,788957932,Stub
M. H. M. Navavi,Sri Lanka,788957954,Stub
"Ali Şahin (politician, born 1970)",Turkey,788958325,Stub
Mahindananda Aluthgamage,Sri Lanka,788958342,Stub
İdris Naim Şahin,Turkey,788958359,Stub
Saffet Sancaklı,Turkey,788958388,Start
Cemil Şeboy,Turkey,788958568,Stub
Mohamed Rajabdeen,Sri Lanka,788958628,Stub
Mujibur Rahman (Sri Lankan politician),Sri Lanka,788958654,Stub
Edibe Sözen,Turkey,788958681,C
İmdat Sütlüoğlu,Turkey,788958716,Stub
Şamil Tayyar,Turkey,788958790,Stub
Gürsel Tekin,Turkey,788958799,Start
Nimalan Soundaranayagam,Sri Lanka,788958871,Start
Bilal Uçar,Turkey,788958944,Stub
P. Radhakrishnan,Sri Lanka,788959027,Stub
Hamza Yerlikaya,Turkey,788960074,C
He Xiangning,China,788960131,GA
Liao Zhongkai,China,788960137,C
Behçet Yıldırım,Turkey,788960294,Stub
Bengi Yıldız,Turkey,788960316,Start
Taner Yıldız,Turkey,788960329,Start
S. Jeyanandamoorthy,Sri Lanka,788961138,Start
S. Nijamudeen,Sri Lanka,788961201,Start
Ali Coşkun,Turkey,788961515,Stub
Zeki Ergezen,Turkey,788961588,Stub
Ediz Hun,Turkey,788961689,Start
Lütfullah Kayalar,Turkey,788961785,Start
Recai Kutan,Turkey,788961799,Start
Nesrin Nas,Turkey,788961825,Start
Ahmet Özal,Turkey,788961848,Start
"Ali Şahin (politician, born 1921)",Turkey,788961864,Stub
Mehmet Ali Şahin,Turkey,788961871,Start
Saidulla Marikkar,Sri Lanka,788961926,Stub
Rashid Abdallah,Tanzania,788962477,Stub
Abdul-Aziz Abood,Tanzania,788962486,Stub
Abdalla Ali,Tanzania,788962499,Stub
Juma Ali,Tanzania,788962502,Stub
Mbarouk Ali,Tanzania,788962504,Stub
Hussein Amar,Tanzania,788962507,Stub
Abdallah Ameir,Tanzania,788962511,Stub
Kheri Ameir,Tanzania,788962514,Stub
Abdulsalaam Amer,Tanzania,788962520,Stub
Said Arfi,Tanzania,788962521,Stub
Idd Azzan,Tanzania,788962538,Stub
Omary Badwel,Tanzania,788962541,Stub
Salum Barwany,Tanzania,788962547,Stub
Gosbert Blandes,Tanzania,788962552,Stub
Lolesia Bukwimba,Tanzania,788962554,Stub
Selemani Bungara,Tanzania,788962559,Stub
Agripina Buyogera,Tanzania,788962566,Stub
Saidi Bwanamdogo,Tanzania,788962568,Stub
Jerome Bwanausi,Tanzania,788962570,Stub
Simon Wi Rutene,New Zealand,788962601,Start
Soma Kumari Tennakoon,Sri Lanka,788962638,Stub
Kisyeri Chambiri,Tanzania,788962709,Stub
Cyril Chami,Tanzania,788962714,Stub
T. Maheswaran,Sri Lanka,788962783,C
T. Thangavadivel,Sri Lanka,788962797,Stub
Pindi Chana,Tanzania,788962806,Stub
Thangeswary Kathiraman,Sri Lanka,788962861,Stub
Thanmanpillai Kanagasabai,Sri Lanka,788962873,Stub
John Cheyo,Tanzania,788962932,Stub
V. Puththirasigamoney,Sri Lanka,788963085,Stub
Amina Chifupa,Tanzania,788963094,Stub
Mathias Chikawe,Tanzania,788963144,Stub
Wijepala Hettiarachchi,Sri Lanka,788963302,Stub
Christopher Chiza,Tanzania,788963342,Stub
Muhammad Chomboh,Tanzania,788963343,Stub
Amina Clement,Tanzania,788963346,Stub
Hasnain Dewji,Tanzania,788963349,Stub
Hawa Ghasia,Tanzania,788963378,Start
Ali Juma Haji,Tanzania,788963381,Stub
Khatib Haji,Tanzania,788963387,Stub
Hamad Ali Hamad,Tanzania,788963434,Stub
Aeshi Hilaly,Tanzania,788963439,Stub
Terezya Huvisa,Tanzania,788963454,Stub
Yahya Kassim Issa,Tanzania,788963473,Stub
Waride Jabu,Tanzania,788963479,Stub
Jaddy Simai Jaddy,Tanzania,788963484,Stub
Juma Sururu Juma,Tanzania,788963515,Stub
Hamoud Jumaa,Tanzania,788963520,Stub
David Kafulila,Tanzania,788963589,Stub
Khamis Kagasheki,Tanzania,788963627,Start
Moshi Kakoso,Tanzania,788963649,Stub
Innocent Kalogeris,Tanzania,788963655,Stub
Titus Kamani,Tanzania,788963671,Stub
Sinkamba Kandege,Tanzania,788963675,Stub
Juma Kapuya,Tanzania,788963681,Stub
Mariam Kasembe,Tanzania,788963689,Stub
Sylvester Kasulumbayi,Tanzania,788963696,Stub
Eustace Katagira,Tanzania,788963706,Stub
Shukuru Kawambwa,Tanzania,788963710,Stub
Vita Kawawa,Tanzania,788963712,Stub
Stephen Kebwe,Tanzania,788963733,Stub
Ally Keissy,Tanzania,788963735,Stub
Kheir Khamis,Tanzania,788963746,Stub
Sadifa Khamis,Tanzania,788963749,Stub
Salim Khamis,Tanzania,788963752,Stub
Yussuf Khamis,Tanzania,788963757,Stub
Muhammed Seif Khatib,Tanzania,788963766,Stub
Aliko Kibona,Tanzania,788963771,Stub
Juma Hassan Killimbah,Tanzania,788963789,Stub
Adel Abdel-Hamid,Egypt,788963873,Stub
Modestus Kilufi,Tanzania,788963981,Stub
Fuya Godwin Kimbita,Tanzania,788963984,Stub
Charles Kitwanga,Tanzania,788964005,Stub
Highness Kiwia,Tanzania,788964013,Stub
Silvestry Koka,Tanzania,788964018,Stub
A. Amirthalingam,Sri Lanka,788964047,C
John Komba,Tanzania,788964063,Stub
Kombo Khamis Kombo,Tanzania,788964131,Stub
Suleiman Omar Kumchaya,Tanzania,788964145,Stub
William Jonathan Kusila,Tanzania,788964158,Stub
A. L. Abdul Majeed,Sri Lanka,788964175,Start
Godbless Lema,Tanzania,788964179,Stub
A. R. A. M. Abubucker,Sri Lanka,788964183,Stub
James Lembeli,Tanzania,788964194,Stub
A. Sivasunderam,Sri Lanka,788964196,Stub
Castor Raphael Ligallama,Tanzania,788964209,Stub
A. U. Romanis,Sri Lanka,788964212,Stub
Festus Limbu,Tanzania,788964221,Stub
Alphaxard Lugola,Tanzania,788964263,Stub
Livingstone Lusinde,Tanzania,788964271,Stub
John Lwanji,Tanzania,788964280,Stub
Gerson Lwenge,Tanzania,788964283,Stub
Clemence Beatus Lyamba,Tanzania,788964292,Stub
Mahadhi Maalim,Tanzania,788964313,Stub
Sylvester Mabumba,Tanzania,788964359,Stub
Moses Machali,Tanzania,788964376,Stub
Salvatory Machemli,Tanzania,788964394,Stub
Arumugam Thondaman,Sri Lanka,788964395,Stub
Ezekiel Maige,Tanzania,788964442,Stub
Amos Makalla,Tanzania,788964469,Stub
Ramo Makani,Tanzania,788964485,Stub
Ignas Malocha,Tanzania,788964540,Stub
Ramadhani Athumani Maneno,Tanzania,788964546,Stub
Murtaza Mangungu,Tanzania,788964551,Stub
Shanif Mansoor,Tanzania,788964560,Stub
D. M. Dassanayake,Sri Lanka,788964606,Stub
Hamad Masauni,Tanzania,788964618,Stub
Stephen Masele,Tanzania,788964651,Stub
Zubeir Ali Maulid,Tanzania,788964689,Stub
Antony Mbassa,Tanzania,788964773,Stub
G. Karunakaran,Sri Lanka,788964797,Stub
James Mbatia,Tanzania,788964822,Stub
Monica Ngezi Mbega,Tanzania,788964826,Stub
Janet Mbene,Tanzania,788964830,Stub
Halima Mdee,Tanzania,788964848,Stub
Gamini Lokuge,Sri Lanka,788964868,Start
Athuman Mfutakamba,Tanzania,788964869,Stub
Feteh Saad Mgeni,Tanzania,788964872,Stub
Mahmoud Mgimwa,Tanzania,788964886,Stub
Laus Omar Mhina,Tanzania,788964940,Stub
Zabein Mhita,Tanzania,788964963,Stub
Desderius Mipata,Tanzania,788965032,Stub
J. Thiviyanathan,Sri Lanka,788965065,Stub
Faith Mitambo,Tanzania,788965076,Stub
Felix Mkosamali,Tanzania,788965118,Stub
Jeyaraj Fernandopulle,Sri Lanka,788965166,C
Mustafa Mkulo,Tanzania,788965176,Stub
Mohamed Mnyaa,Tanzania,788965250,Stub
John Mnyika,Tanzania,788965258,Stub
Rajab Mohammed,Tanzania,788965286,Stub
Philip Mpango,Tanzania,788965338,Stub
Luhaga Mpina,Tanzania,788965349,Stub
Basil Mramba,Tanzania,788965389,Stub
Lakshman Jayakody,Sri Lanka,788965406,Start
Assumpter Mshama,Tanzania,788965446,Stub
Peter Msigwa,Tanzania,788965456,Stub
Peter Msolla,Tanzania,788965468,Stub
Saidi Mtanda,Tanzania,788965482,Stub
Abdul Mteketa,Tanzania,788965496,Stub
Abbas Zuberi Mtemvu,Tanzania,788965519,Stub
Mtutura A. Mtutura,Tanzania,788965535,Stub
Fenella Mukangara,Tanzania,788965564,Stub
M. Alalasundaram,Sri Lanka,788965644,GA
Mussa Hassan Mussa,Tanzania,788965668,Stub
Victor Mwambalaswa,Tanzania,788965881,Stub
Salome Mwambu,Tanzania,788965905,Stub
M. M. Zuhair,Sri Lanka,788965912,Stub
Luckson Mwanjale,Tanzania,788965934,Stub
Charles Mwijage,Tanzania,788965964,Stub
Hussein Mwinyi,Tanzania,788965990,Stub
Hussein Mzee,Tanzania,788966074,Stub
Mary Nagu,Tanzania,788966112,Stub
Jean François Mbaye,France,788966145,Stub
Nalanda Ellawala,Sri Lanka,788966157,Start
Nanda Gunasinghe,Sri Lanka,788966160,Stub
Anand Kumar (sociologist),India,788966222,Start
Joshua Nassari,Tanzania,788966272,Stub
Yusuph Nassir,Tanzania,788966283,Stub
P. Ganeshalingam,Sri Lanka,788966286,Stub
Israel Natse,Tanzania,788966292,Stub
P. Manicavasagam,Sri Lanka,788966333,Stub
Richard Ndassa,Tanzania,788966400,Stub
Isabelle Muller-Quoy,France,788966440,Stub
Faustine Ndugulile,Tanzania,788966447,Stub
Prince Casinader,Sri Lanka,788966472,Stub
William Ngeleja,Tanzania,788966473,Stub
R. Kuhaneswaran,Sri Lanka,788966480,Stub
Stephen Ngonyani,Tanzania,788966489,Stub
Ahmed Ngwali,Tanzania,788966512,Stub
Phạm Hồng Thái,Vietnam,788966732,Stub
Hassan Ngwilizi,Tanzania,788966747,Stub
Juma Nkamia,Tanzania,788966792,Stub
S. M. Manickarajah,Sri Lanka,788966833,Stub
Albert Ntabaliba,Tanzania,788966870,Stub
S. Sivamaharajah,Sri Lanka,788966874,GA
Deogratias Ntukamazina,Tanzania,788966884,Stub
Omari Nundu,Tanzania,788966895,Stub
Nyambari Nyangwine,Tanzania,788966924,Stub
Sam Tambimuttu,Sri Lanka,788966932,Start
Vincent Nyerere,Tanzania,788966935,Stub
Lameck Okambo,Tanzania,788966948,Stub
Goodluck Ole-Medeye,Tanzania,788966958,Stub
Christopher Ole-Sendeka,Tanzania,788967000,Stub
Rashid Omar,Tanzania,788967029,Stub
Suleiman Omar,Tanzania,788967040,Stub
Meshack Opulukwa,Tanzania,788967055,Stub
Saleh Pamba,Tanzania,788967067,Stub
T. Ahambaram,Sri Lanka,788967070,Stub
Abdallah Possi,Tanzania,788967090,Stub
T. Rasalingam,Sri Lanka,788967110,Stub
Ismail Rage,Tanzania,788967114,Stub
Seif Rashidi,Tanzania,788967140,Stub
Jason Rweikiza,Tanzania,788967169,Stub
Abdulla Saadalla,Tanzania,788967183,Stub
Said Suleiman Said,Tanzania,788967212,Stub
Ramadhan Saleh,Tanzania,788967221,Stub
Deo Sanga,Tanzania,788967287,Stub
V. Balachandran (Sri Lankan politician),Sri Lanka,788967330,Stub
V. Dharmalingam,Sri Lanka,788967341,GA
V. Yogeswaran,Sri Lanka,788967390,GA
Ali Khamis Seif,Tanzania,788967485,Stub
Joseph Selasini Shao,Tanzania,788967492,Stub
Peter Serukamba,Tanzania,788967503,Stub
Ahmed Shabiby,Tanzania,788967516,Stub
Haroub Shamis,Tanzania,788967590,Stub
Henry Shekifu,Tanzania,788967603,Stub
Beatrice Shellukindo,Tanzania,788967776,Stub
Lal Bahadur Basnet,India,788967812,Start
A. Thiagarajah,Sri Lanka,788967845,Start
B. Neminathan,Sri Lanka,788967848,Stub
Han Shizhong,China,788967857,B
C. X. Martyn,Sri Lanka,788967858,Stub
P. R. Selvanayagam,Sri Lanka,788967889,Stub
S. Thambirajah,Sri Lanka,788967908,Stub
John Shibuda,Tanzania,788968808,Stub
Pereira Silima,Tanzania,788968839,Stub
Alexander Kikin,Russia,788968859,Start
Chen Wenlong,China,788968870,Start
David Silinde,Tanzania,788968880,Stub
Sophia Simba,Tanzania,788968894,Stub
Samuel Sitta,Tanzania,788969049,Stub
Jitu Soni,Tanzania,788969081,Stub
Haroun Suleiman,Tanzania,788969097,Start
Suleiman M. Suleiman,Tanzania,788969110,Stub
Shaffin Sumar,Tanzania,788969126,Stub
Jeremiah Sumari,Tanzania,788969148,Stub
Kaika Telele,Tanzania,788969165,Stub
Gregory Teu,Tanzania,788969188,Stub
Salim Turky,Tanzania,788969243,Stub
Ezekia Wenje,Tanzania,788969308,Stub
Godfrey Zambi,Tanzania,788969369,Stub
Carl Schlyter,Sweden,788969473,Start
Gulan Avci,Sweden,788969579,Stub
Jens Holm,Sweden,788969663,Stub
Selemani Zedi,Tanzania,788969854,Stub
Mikaela Valtersson,Sweden,788969900,Stub
Nils Lundgren,Sweden,788969912,Start
Peter Eriksson (politician),Sweden,788969952,Stub
Said Zubeir,Tanzania,788969954,Stub
Mussa Zungu,Tanzania,788969974,Stub
Ahmed Salum,Tanzania,788969993,Stub
Stefan Flod,Sweden,788970550,Stub
Gun Svensson,Sweden,788970575,Stub
Dennis Young (Papua New Guinean politician),Papua New Guinea,788970904,Stub
Gunilla Wahlén,Sweden,788971356,Stub
Ingemar Vänerlöv,Sweden,788971401,Stub
Jonas Sjöstedt,Sweden,788971416,Start
Lars Werner,Sweden,788971435,Stub
Lennart Beijer,Sweden,788971439,Stub
Maria Wetterstrand,Sweden,788971470,Stub
Olle Wästberg,Sweden,788971518,Start
Stefan Attefall,Sweden,788971555,Stub
Yvonne Andersson,Sweden,788971591,Stub
Gaspar de Espinosa,Spain,788972202,Start
Lars Ångström,Sweden,788972336,Stub
Christopher Iga,Uganda,788972378,Stub
Nasser Sebaggala,Uganda,788972461,Start
Erias Lukwago,Uganda,788972566,Start
Hezekiah Chibulunje,Tanzania,788972681,Stub
John Chiligati,Tanzania,788972792,Stub
Lawrence Gama,Tanzania,788972927,Stub
Parmukh Singh Hoogan,Tanzania,788972932,Stub
Diodorus Kamala,Tanzania,788972937,Stub
Abdallah Kigoda,Tanzania,788972942,Stub
Milton Mahanga,Tanzania,788972999,Stub
Kighoma Malima,Tanzania,788973010,Start
Philip Marmo,Tanzania,788973017,Stub
Wilson Masilingi,Tanzania,788973021,Stub
Simon Mbilinyi,Tanzania,788973027,Stub
Mariam Mfaki,Tanzania,788973031,Stub
Mohamed Missanga,Tanzania,788973041,Stub
Nimrod Mkono,Tanzania,788973046,Stub
Herbert Mntangi,Tanzania,788973048,Stub
Hasnain Murji,Tanzania,788973626,Stub
David Mwakyusa,Tanzania,788973727,Stub
Aggrey Mwanri,Tanzania,788973757,Stub
Philemon Ndesamburo,Tanzania,788973793,Stub
Said Nkumba,Tanzania,788973804,Stub
Lucy Nkya,Tanzania,788973825,Stub
Masoud Salim,Tanzania,788973880,Stub
Muhammad Sanya,Tanzania,788973886,Stub
Abdulkarim Shah,Tanzania,788973912,Stub
Jennie Eirian Davies,United Kingdom,788973927,Start
Anar Mammadkhanov,Azerbaijan,788976166,Start
Anara Naeem,Maldives,788976235,Stub
William Henry Bramble,Montserratian,788976365,C
Nadia Yassine,Morocco,788976529,Stub
Paul Wittich (politician),Hungary,788977499,C
Ahmet Kaşif,Cyprus,788982953,Stub
Eberhard von Danckelmann,Germany,788983826,Start
Anastasia Dimitrova-Moser,Bulgaria,788984082,Start
Yahya Hammuda,Palestinian Territory,788988278,Stub
Yamao Yōzō,Japan,788988478,Start
Ye Chunji,China,788989059,Start
Johann Wittenborg,Germany,788989485,Start
Wladimir S. Woytinsky,Russia,788989718,Start
Anatol Chiriac,Moldova,788989755,Stub
Yokoi Shōnan,Japan,788989847,Start
Anatol Petrencu,Moldova,788990113,Start
Yuan Haowen,China,788990765,Start
Karin Wolff,Germany,788990781,Start
Yuan Zhongdao,China,788990804,Start
Zhou Yang (literary theorist),China,788993784,Stub
Anatoly Guzhvin,Russia,788994373,Stub
Anatoly Kashpirovsky,Russia,788994572,Stub
Nataša Mićić,Serbia,788995183,C
Wuraola Esan,Nigeria,788997606,Start
Ali II of Bornu,Chad,788999424,Stub
Carmen Kass,Estonia,789002256,C
